Date,Open,High,Low,Close,Adj Close,Volume,Change %,SMA,close_diff,EMA12,EMA26,MACD,signal_line,MA15,MA30,MA45,TRIX,RSI,ATR,W%,ROC,SO %K,SO %D,ADX,VAR,CCI,upper_band,lower_band,VolatilityIndex,Daily_Return,Daily_Return1,Daily_Return2,Daily_Return3,label_1d,label_3d,label_7d,label_10d
2013-01-04,10604.5,10734.230469,10602.240234,10688.110352,10688.110352,219000000.0,,,,10688.110352,10688.110352,0.0,0.0,10688.110352,10688.110352,10688.110352,0.0,,,,,,,,29306673.65761992,,,,,,,,,2,2,2,2
2013-01-07,10743.69043,10743.69043,10589.700195,10599.009766,10599.009766,187700000.0,-0.8336420851355442,,-89.10058600000048,10674.40256953846,10681.510308592593,-7.107739054132253,-1.4215478108264508,10676.97277875,10682.361927096776,10684.23641347826,-0.0005044018251016538,,,,,,,,29306673.65761992,,,,,-0.8336420851355416,,,,0,2,2,2
2013-01-08,10544.209961,10602.120117,10463.429688,10508.05957,10508.05957,211400000.0,-0.8581008793081213,,-90.95019599999978,10648.811338840236,10668.662105733882,-19.850766893645414,-5.1073916273902435,10655.85862765625,10671.116613735694,10676.576550718337,-0.001429108479385961,,,,,,,,29306673.65761992,,,,,-0.8581008793081225,,,,0,2,2,2
2013-01-09,10405.669922,10620.700195,10398.610352,10578.570313,10578.570313,215000000.0,0.6710158286626466,,70.51074300000073,10638.005027172507,10661.988639605446,-23.98361243293948,-8.882635788500092,10646.19758832422,10665.145884655973,10672.315409947974,-0.0017754625499627728,,,,,,,,29306673.65761992,,,,,0.6710158286626532,-1.024877507739261,,,1,0,2,2
2013-01-10,10635.110352,10686.120117,10619.650391,10652.639648,10652.639648,268500000.0,0.7001828489902495,,74.06933500000014,10640.256507299813,10661.296121708747,-21.03961440893363,-11.314031512586801,10647.00284578369,10664.339030678168,10671.459942037192,-0.0016245373162284864,,,,,,,,29306673.65761992,,,,,0.7001828489902493,0.5059895517035709,,,1,1,2,2
2013-01-11,10786.139648,10830.429688,10748.05957,10801.570313,10801.570313,236600000.0,1.3980634839925399,,148.93066499999986,10665.074015869073,10671.686802545137,-6.612786676063479,-10.373782545282138,10666.32377918573,10673.192661795705,10677.11691468775,-0.0006433274698459173,,,,,,,,29306673.65761992,,,,,1.3980634839925439,2.7931964131413918,,,1,1,2,2
2013-01-15,10914.650391,10952.30957,10851.660156,10879.080078,10879.080078,215100000.0,0.7175786737851908,,77.5097650000007,10697.998025427678,10687.049267393644,10.948758034033744,-6.109274429418961,10692.918316537514,10686.47572090566,10685.897921788282,0.0006029063424532064,,,,,,,,29306673.65761992,,,,,0.7175786737851946,2.8407408194915,,,1,1,2,2
2013-01-16,10806.410156,10806.410156,10591.299805,10600.44043,10600.44043,226100000.0,-2.5612427337810773,,-278.6396480000003,10682.989164592651,10680.633797957078,2.3553666355728637,-4.416346216420597,10681.358580720325,10680.925056976263,10682.182378667054,4.058381786558338e-05,,,,,,,,29306673.65761992,,,,,-2.561242733781082,-0.4900120507671541,-0.8202565197466736,,0,2,0,2
2013-01-17,10660.94043,10694.849609,10432.969727,10609.639648,10609.639648,268500000.0,0.08678146970162448,,9.199217999999746,10671.704623578396,10675.374972034333,-3.670348455936619,-4.267146664323802,10672.393714130285,10676.325998332633,10679.028346898922,-0.0003682249053576442,,,,,,,,29306673.65761992,,,,,0.08678146970162962,-1.7768774302103632,0.10029127470096426,,2,0,2,2
2013-01-18,10791.969727,10913.299805,10787.120117,10913.299805,10913.299805,286600000.0,2.862115652130015,,303.66015700000025,10708.873113027874,10692.999033735494,15.874079292379975,-0.23890147298304676,10702.506975489,10691.614631020851,10689.214062468534,0.0010190033059953771,,,,,,,,29306673.65761992,,,,,2.862115652130019,0.31454614502930117,3.856470667114815,,1,2,1,2
