Date,Open,High,Low,Close,Adj Close,Volume,Change %,SMA,close_diff,EMA12,EMA26,MACD,signal_line,MA15,MA30,MA45,TRIX,RSI,ATR,W%,ROC,SO %K,SO %D,ADX,VAR,CCI,upper_band,lower_band,VolatilityIndex,Daily_Return,Daily_Return1,Daily_Return2,Daily_Return3,label_1d,label_3d,label_7d,label_10d
2013-01-02,3091.330078,3112.649902,3083.48999,3112.26001,3112.26001,2111300000,,,,3112.26001,3112.26001,0.0,0.0,3112.26001,3112.26001,3112.26001,0.0,,,,,,,,13591453.283429729,,,,,,,,,2,2,2,2
2013-01-03,3108.48999,3118.179932,3092.280029,3100.570068,3100.570068,1769420000,-0.37560942731130753,,-11.689941999999974,3110.4615573846154,3111.3940883703704,-0.9325309857549655,-0.18650619715099312,3110.7987672500003,3111.5058201935485,3111.751751652174,-0.0002272202283401298,,,,,,,,13591453.283429729,,,,,-0.37560942731131175,,,,2,2,2,2
2013-01-04,3100.879883,3108.439941,3090.810059,3101.659912,3101.659912,1745140000,0.03514979426679776,,1.0898440000000846,3109.1074580946747,3110.673038268861,-1.5655801741863797,-0.46232099255807046,3109.65641034375,3110.870600310094,3111.312976015123,-0.00039025002489429287,,,,,,,,13591453.283429729,,,,,0.03514979426680335,,,,2,2,2,2
2013-01-07,3089.169922,3102.350098,3083.879883,3098.810059,3098.810059,1702540000,-0.09188154345918242,,-2.8498530000001665,3107.52324284934,3109.7942990637603,-2.2710562144202413,-0.8240680369305047,3108.3006164257813,3110.0925008707327,3110.769370927509,-0.0005760261309301509,,,,,,,,13591453.283429729,,,,,-0.0918815434591775,-0.4321602615714635,,,2,2,2,2
2013-01-08,3098.459961,3103.389893,3076.600098,3091.810059,3091.810059,1744380000,-0.22589316114002278,,-7.0,3105.1058299494416,3108.4621331331114,-3.356303183669752,-1.3305150662783543,3106.2392967475585,3108.912988491976,3109.9450530176173,-0.0008597231458553978,,,,,,,,13591453.283429729,,,,,-0.2258931611400194,-0.2825289804094207,,,2,2,2,2
2013-01-09,3099.649902,3111.219971,3096.340088,3105.810059,3105.810059,1732510000,0.4528091872670892,,14.0,3105.2141728802967,3108.2656831973254,-3.051510317028715,-1.6747141164284265,3106.1856420291138,3108.712799492494,3109.7652706690255,-0.0008126521597035451,,,,,,,,13591453.283429729,,,,,0.45280918726708885,0.13380406355781774,,,2,2,2,2
2013-01-10,3125.639893,3127.719971,3098.469971,3121.76001,3121.76001,1754240000,0.5135520426878815,,15.949951000000056,3107.759686283328,3109.2652629604863,-1.5055766771583876,-1.6408866285744188,3108.1324380254746,3109.5545550091074,3110.2867810747202,-0.0004572301796368147,,,,,,,,13591453.283429729,,,,,0.5135520426878769,0.7406052827712231,,,1,1,2,2
2013-01-11,3122.120117,3126.590088,3114.100098,3125.629883,3125.629883,1772600000,0.12396446195748201,,3.869873000000098,3110.508947316662,3110.4774570374875,0.03149027917470448,-1.3064112470245943,3110.3196186472906,3110.591672944004,3110.953872462776,-8.745044377601337e-05,,,,,,,,13591453.283429729,,,,,0.12396446195747435,1.0938519299254326,0.4295872760322521,,2,1,2,2
2013-01-14,3113.649902,3123.47998,3104.080078,3117.5,3117.5,1876050000,-0.2601038288064017,,-8.129883000000063,3111.5844938833297,3110.997645405081,0.5868484782486121,-0.9277593019699532,3111.217166316379,3111.037371463746,3111.238486703525,5.778883663261748e-05,,,,,,,,13591453.283429729,,,,,-0.260103828806402,0.37638943714941747,0.5460264283245351,,2,2,1,2
2013-01-15,3101.060059,3112.290039,3093.320068,3110.780029,3110.780029,1852870000,-0.21555640737770387,,-6.719970999999987,3111.460730055125,3110.9815256713714,0.4792043837537676,-0.646366564825209,3111.162524151832,3111.0207687241495,3111.2185537598934,4.5562671099060175e-05,,,,,,,,13591453.283429729,,,,,-0.2155564073777061,-0.351724058378208,0.29403987731585757,,2,2,2,2
