Date,Open,High,Low,Close,Adj Close,Volume
2017-09-21,339.333344,342.933319,337.333344,338.299988,282.270081,124311
2017-09-22,335.333344,337.666656,333.000000,333.383331,278.167694,137019
2017-09-25,333.333344,333.666656,323.450012,326.299988,272.257477,246168
2017-09-26,327.333344,329.399994,325.299988,326.049988,272.048920,135591
2017-09-27,328.000000,329.000000,324.583344,325.633331,271.701263,91740
2017-09-28,326.666656,329.000000,324.000000,327.783325,273.495178,85839
2017-09-29,328.333344,328.666656,324.333344,325.450012,271.548279,130479
2017-10-03,327.466675,329.666656,326.666656,328.700012,274.260040,74853
2017-10-04,329.333344,331.000000,326.666656,328.183319,273.828918,75669
2017-10-05,328.200012,330.000000,325.850006,328.433319,274.037537,102912
2017-10-06,330.000000,330.000000,323.666656,326.049988,272.048920,150051
2017-10-09,326.649994,329.133331,326.649994,328.133331,273.787231,76809
2017-10-10,329.666656,335.933319,327.000000,331.733337,276.790955,253251
2017-10-11,333.333344,334.316681,326.299988,328.600006,274.176575,146484
2017-10-12,328.600006,329.983337,326.000000,326.850006,272.716431,130053
2017-10-13,327.333344,328.966675,325.333344,325.799988,271.840302,136515
2017-10-16,326.666656,328.333344,323.850006,324.816681,271.019897,123018
2017-10-17,325.000000,326.450012,323.000000,324.200012,270.505371,1093017
2017-10-18,324.200012,325.166656,321.333344,321.700012,268.419373,205605
2017-10-19,324.700012,325.000000,323.333344,324.216675,270.519196,38100
2017-10-23,325.000000,325.000000,322.500000,322.966675,269.476318,78735
2017-10-24,323.333344,325.383331,323.100006,323.983337,270.324554,134952
2017-10-25,325.000000,328.333344,324.333344,325.516663,271.603912,159549
2017-10-26,325.983337,330.583344,325.500000,329.700012,275.094421,191064
2017-10-27,330.333344,332.666656,328.450012,329.966675,275.316925,141294
2017-10-30,330.000000,331.299988,327.966675,328.450012,274.051453,123417
2017-10-31,329.000000,333.000000,327.549988,330.149994,275.469879,147882
2017-11-01,330.333344,332.616669,328.450012,329.083344,274.579865,181749
2017-11-02,329.000000,330.666656,327.000000,328.149994,273.801117,132054
2017-11-03,328.333344,330.333344,327.416656,328.183319,273.828918,151233
2017-11-06,332.666656,333.333344,326.716675,329.716675,275.108307,181698
2017-11-07,329.966675,331.000000,327.333344,329.083344,274.579865,192594
2017-11-08,329.333344,331.666656,326.049988,326.500000,272.424377,169935
2017-11-09,326.666656,327.950012,324.116669,325.700012,271.756897,130398
2017-11-10,323.833344,325.666656,323.783325,324.350006,270.630463,93507
2017-11-13,324.666656,328.000000,322.666656,326.016663,272.021088,104418
2017-11-14,326.100006,329.049988,323.333344,324.183319,270.491425,106011
2017-11-15,324.000000,324.000000,321.750000,322.399994,269.003448,119115
2017-11-16,323.333344,325.633331,322.149994,322.549988,269.128571,101511
2017-11-17,324.666656,325.000000,320.333344,320.766663,267.640625,179613
2017-11-20,322.649994,322.649994,320.166656,320.549988,267.459839,123525
2017-11-21,321.950012,321.950012,316.333344,317.000000,264.497803,222180
2017-11-22,317.000000,320.000000,315.883331,316.416656,264.011047,169989
2017-11-23,318.566681,318.566681,315.950012,316.316681,263.927673,146214
2017-11-24,316.666656,318.333344,313.683319,314.466675,262.384064,226515
2017-11-27,315.333344,316.616669,313.000000,313.450012,261.535767,161802
2017-11-28,313.350006,315.333344,312.333344,312.600006,260.826569,196170
2017-11-29,313.500000,314.899994,310.000000,310.299988,258.907440,223305
2017-11-30,310.000000,311.783325,308.733337,309.366669,258.128723,233871
2017-12-01,311.000000,311.633331,309.350006,309.950012,258.615448,154194
2017-12-04,310.333344,312.000000,309.000000,309.983337,258.643250,122643
2017-12-05,310.983337,311.333344,305.350006,307.316681,256.418243,209007
2017-12-06,306.666656,307.000000,304.000000,304.616669,254.165421,98073
2017-12-07,305.950012,310.000000,305.083344,307.399994,256.487762,175956
2017-12-08,309.000000,309.000000,305.200012,305.533325,254.930252,181665
2017-12-11,307.500000,307.500000,301.333344,301.799988,251.815216,344742
2017-12-12,303.316681,305.416656,301.133331,301.799988,251.815216,168561
2017-12-13,300.666656,304.000000,300.666656,301.233337,251.342422,105057
2017-12-14,303.033325,303.033325,299.366669,299.866669,250.202148,176898
2017-12-15,300.016663,300.600006,299.666656,299.916656,250.243835,278961
2017-12-18,300.366669,300.783325,295.350006,299.716675,250.076981,190647
2017-12-19,300.666656,300.933319,297.833344,298.066681,248.700317,209067
2017-12-20,298.333344,298.333344,296.000000,296.916656,247.740677,248421
2017-12-21,297.000000,305.149994,296.916656,301.166656,251.286758,503250
2017-12-22,303.316681,304.316681,301.000000,301.399994,251.481506,464556
2017-12-26,302.000000,303.783325,300.399994,302.483337,252.385437,308142
2017-12-27,303.149994,305.933319,300.533325,303.649994,253.358810,423192
2017-12-28,304.433319,316.333344,300.666656,308.350006,257.280426,1206228
2017-12-29,317.666656,320.500000,297.433319,303.149994,252.941681,6191451
2018-01-01,305.666656,311.649994,305.366669,310.316681,258.921387,769065
2018-01-02,312.933319,314.966675,309.666656,313.333344,261.438416,1058709
2018-01-03,315.333344,316.000000,309.866669,312.133331,260.437195,1299708
2018-01-04,312.000000,312.033325,309.933319,310.200012,258.824036,1189005
2018-01-05,311.649994,318.266663,306.733337,315.316681,263.093262,3516006
2018-01-08,321.233337,321.233337,316.183319,318.049988,265.373871,1467765
2018-01-09,318.049988,318.666656,314.016663,315.166656,262.968079,912006
2018-01-10,314.333344,317.316681,312.933319,314.200012,262.161560,684936
2018-01-11,315.649994,315.666656,312.666656,313.500000,261.577515,735897
2018-01-12,314.000000,323.916656,312.333344,320.649994,267.543274,2755983
2018-01-15,323.783325,328.299988,321.666656,327.066681,272.897186,2472129
2018-01-16,313.333344,319.266663,310.333344,313.216675,261.341095,4188279
2018-01-17,315.266663,316.049988,310.250000,311.616669,260.006042,887430
2018-01-18,314.983337,314.983337,306.733337,307.166656,256.293091,611505
2018-01-19,307.216675,309.549988,302.350006,303.200012,252.983398,735321
2018-01-22,304.333344,306.649994,303.666656,305.116669,254.582611,341106
2018-01-23,306.333344,308.000000,303.666656,305.066681,254.540955,464781
2018-01-24,305.333344,306.333344,302.666656,303.733337,253.428391,344517
2018-01-25,306.000000,306.000000,303.333344,304.566681,254.123672,281721
2018-01-29,304.816681,306.000000,299.666656,301.016663,251.161667,645324
2018-01-30,299.983337,301.000000,296.516663,299.399994,249.812775,411606
2018-01-31,298.666656,300.866669,295.500000,297.500000,248.227448,416385
2018-02-01,298.333344,298.333344,283.666656,290.266663,242.192078,1866192
2018-02-02,290.000000,290.000000,280.666656,283.116669,236.226273,1420314
2018-02-05,278.333344,278.333344,274.000000,275.350006,229.745987,824556
2018-02-06,270.000000,276.666656,266.000000,274.766663,229.259232,1158756
2018-02-07,283.333344,283.333344,276.016663,282.016663,235.308502,858036
2018-02-08,282.000000,283.000000,277.000000,277.750000,231.748489,838467
2018-02-09,277.333344,277.333344,273.666656,274.950012,229.412231,397653
2018-02-12,276.666656,280.333344,276.266663,277.283325,231.359070,361260
2018-02-14,277.416656,277.716675,273.350006,274.433319,228.981094,368094
2018-02-15,278.000000,278.000000,269.683319,271.133331,227.609970,609255
2018-02-16,276.000000,276.000000,269.666656,270.566681,227.134262,348036
2018-02-19,273.000000,273.333344,268.333344,269.116669,225.917038,341574
2018-02-20,271.533325,271.533325,269.000000,269.233337,226.014954,333753
2018-02-21,273.483337,274.666656,268.366669,268.783325,225.637192,450978
2018-02-22,269.666656,269.666656,266.366669,266.983337,224.126175,442296
2018-02-23,269.666656,269.666656,266.116669,266.933319,224.084167,408255
2018-02-26,266.666656,269.799988,266.666656,268.750000,225.609238,471021
2018-02-27,269.933319,269.933319,266.683319,267.616669,224.657837,316743
2018-02-28,268.333344,268.666656,264.833344,266.233337,223.496567,470583
2018-03-01,268.333344,269.333344,265.750000,266.866669,224.028198,1047345
2018-03-05,266.866669,269.000000,265.016663,266.783325,223.958237,4578339
2018-03-06,269.666656,269.666656,264.233337,265.016663,222.475174,436476
2018-03-07,265.933319,265.933319,258.516663,259.416656,217.774124,880617
2018-03-08,261.600006,261.600006,255.000000,255.649994,214.612076,507342
2018-03-09,256.933319,261.333344,254.000000,258.000000,216.584869,461928
2018-03-12,261.616669,264.983337,260.049988,262.816681,220.628357,453828
2018-03-13,264.233337,266.333344,260.700012,265.266663,222.685043,358113
2018-03-14,265.916656,266.666656,264.833344,265.666656,223.020844,617070
2018-03-15,267.666656,268.000000,259.100006,260.416656,218.613586,689772
2018-03-16,262.500000,264.000000,258.666656,259.766663,218.067917,289893
2018-03-19,261.500000,261.500000,255.966660,256.483337,215.311661,281925
2018-03-20,257.966675,257.966675,254.500000,255.149994,214.192337,371028
2018-03-21,255.399994,260.000000,254.500000,255.133331,214.178345,443070
2018-03-22,257.333344,257.333344,243.216660,245.333328,205.951492,886449
2018-03-23,246.000000,246.333328,242.000000,245.949997,206.469162,707475
2018-03-26,246.966660,249.666672,243.000000,244.183334,204.986084,594696
2018-03-27,246.666672,248.666672,245.333328,248.016663,208.204071,356601
2018-03-28,248.966660,254.500000,246.783340,252.066666,211.603973,436857
2018-04-02,258.000000,261.833344,254.666672,257.416656,216.095139,392718
2018-04-03,258.799988,263.666656,257.250000,262.600006,220.446426,268359
2018-04-04,268.966675,271.333344,264.316681,266.899994,224.056198,684333
2018-04-05,271.666656,271.666656,268.383331,269.649994,226.364746,341208
2018-04-06,270.549988,271.333344,269.383331,270.100006,226.742523,209055
2018-04-09,271.666656,273.200012,270.100006,272.466675,228.729263,418470
2018-04-10,273.000000,275.799988,271.766663,273.450012,229.554779,530853
2018-04-11,273.666656,273.666656,269.833344,271.500000,227.917770,470784
2018-04-12,273.299988,275.333344,268.766663,274.916656,230.785980,381561
2018-04-13,275.000000,279.466675,274.333344,279.183319,234.367752,840348
2018-04-16,279.000000,279.466675,273.700012,276.016663,231.709427,553338
2018-04-17,276.666656,277.333344,275.149994,275.916656,231.625458,335067
2018-04-18,276.666656,276.666656,273.700012,275.016663,230.869949,244785
2018-04-19,276.666656,276.666656,269.683319,271.200012,227.665939,172863
2018-04-20,275.000000,275.000000,271.450012,272.833344,229.037109,237516
2018-04-23,274.600006,274.600006,269.316681,271.033325,227.526031,179334
2018-04-24,272.533325,274.000000,268.383331,269.233337,226.014954,275679
2018-04-25,272.166656,272.666656,270.250000,270.600006,227.162277,206076
2018-04-26,271.983337,272.649994,269.000000,269.750000,226.448700,170604
2018-04-27,270.666656,272.399994,269.333344,270.683319,227.232193,223668
2018-04-30,273.333344,275.833344,270.333344,274.666656,230.576111,279639
2018-05-02,276.983337,276.983337,269.333344,271.600006,228.001724,209643
2018-05-03,274.166656,274.166656,270.183319,272.450012,228.715302,237438
2018-05-04,273.333344,273.566681,268.666656,272.750000,228.967117,526677
2018-05-07,275.000000,278.000000,272.466675,273.033325,229.204987,335436
2018-05-08,275.899994,275.899994,273.083344,274.383331,230.338272,576033
2018-05-09,275.466675,275.466675,273.366669,274.116669,230.114410,609480
2018-05-10,275.000000,275.000000,272.666656,273.100006,229.260956,280854
2018-05-11,274.299988,274.299988,270.950012,272.533325,228.785233,250866
2018-05-14,275.366669,275.549988,271.116669,272.283325,228.575363,467643
2018-05-15,273.316681,273.316681,270.666656,271.866669,228.225586,654813
2018-05-16,272.450012,272.633331,271.000000,271.716675,228.099655,394821
2018-05-17,273.333344,273.333344,270.500000,271.583344,227.987762,294621
2018-05-18,272.666656,272.666656,271.333344,271.600006,228.001724,289884
2018-05-21,273.000000,273.000000,268.016663,268.799988,225.651199,244539
2018-05-22,269.966675,270.000000,268.033325,268.683319,225.553238,272919
2018-05-23,268.950012,270.000000,268.450012,268.766663,225.623215,246705
2018-05-24,269.950012,271.583344,266.083344,269.200012,225.986984,410328
2018-05-25,271.600006,279.333344,267.333344,275.549988,231.317657,826602
2018-05-28,277.733337,279.983337,275.033325,277.933319,233.318390,396213
2018-05-29,277.933319,277.933319,275.350006,276.299988,231.947250,267375
2018-05-30,275.633331,280.000000,275.000000,276.733337,232.311066,940380
2018-05-31,279.333344,280.000000,275.666656,276.399994,232.031219,368247
2018-06-01,276.333344,279.333344,276.033325,278.266663,233.598221,583182
2018-06-04,281.000000,281.633331,276.066681,276.950012,232.492920,405981
2018-06-05,279.433319,279.433319,275.666656,276.700012,232.283066,515961
2018-06-06,277.833344,277.850006,274.666656,275.966675,231.667450,375330
2018-06-07,278.166656,278.166656,276.000000,276.383331,232.017242,395217
2018-06-08,277.166656,279.566681,276.100006,277.399994,232.870697,419679
2018-06-11,279.566681,279.666656,277.116669,278.033325,233.402328,518808
2018-06-12,281.250000,291.000000,279.516663,285.000000,239.250732,1074417
2018-06-13,287.783325,289.016663,282.000000,283.200012,237.739700,357684
2018-06-14,285.666656,291.250000,284.383331,286.183319,240.244110,877284
2018-06-15,289.000000,289.333344,285.466675,286.466675,240.481934,445878
2018-06-18,288.966675,288.966675,286.233337,287.633331,241.461319,439107
2018-06-19,288.899994,288.899994,285.549988,286.366669,240.398010,500076
2018-06-20,288.000000,288.000000,285.666656,286.316681,240.356049,518463
2018-06-21,287.500000,287.633331,284.233337,284.966675,239.222748,358698
2018-06-22,286.633331,286.633331,280.000000,283.283325,237.809601,311310
2018-06-25,285.883331,285.883331,281.466675,282.950012,237.529800,174822
2018-06-26,283.466675,284.666656,280.683319,281.133331,236.004761,279021
2018-06-27,282.333344,283.299988,276.666656,282.350006,237.026108,389949
2018-06-28,282.316681,282.333344,275.399994,279.066681,234.269821,498504
2018-06-29,282.200012,284.000000,278.950012,279.916656,234.983398,375246
2018-07-02,281.333344,282.333344,279.333344,280.049988,235.095291,337071
2018-07-03,281.333344,281.700012,279.333344,279.750000,234.843460,239718
2018-07-04,280.933319,286.633331,280.333344,284.966675,239.222748,337863
2018-07-05,286.000000,289.333344,285.100006,286.983337,240.915680,278004
2018-07-06,289.333344,291.649994,288.166656,290.666656,244.007721,372372
2018-07-09,292.000000,292.816681,290.399994,291.149994,244.413498,198324
2018-07-10,290.666656,293.666656,289.000000,292.850006,245.840561,382566
2018-07-11,291.649994,292.333344,289.350006,290.166656,243.588013,322635
2018-07-12,290.333344,290.333344,288.049988,288.600006,242.272842,162696
2018-07-13,287.000000,288.566681,275.566681,277.683319,233.108536,422748
2018-07-16,276.683319,281.683319,271.366669,273.766663,229.820602,266172
2018-07-17,273.933319,279.649994,273.366669,277.783325,233.192505,178113
2018-07-18,278.250000,280.000000,275.666656,277.783325,233.192505,203673
2018-07-19,277.783325,278.116669,273.350006,274.483337,230.422211,285699
2018-07-20,274.333344,277.066681,273.333344,276.166656,231.835342,143073
2018-07-23,276.600006,278.333344,274.066681,277.183319,232.688766,115221
2018-07-24,275.866669,279.200012,275.833344,278.233337,233.570236,194232
2018-07-25,268.333344,274.833344,267.350006,271.350006,236.578171,387720
2018-07-26,271.333344,273.316681,269.000000,269.899994,235.313950,201111
2018-07-27,271.649994,272.333344,267.333344,267.933319,233.599319,381126
2018-07-30,267.666656,269.633331,262.666656,266.049988,231.957306,260514
2018-07-31,264.000000,268.000000,263.666656,264.383331,230.504242,220008
2018-08-01,265.916656,267.950012,262.966675,266.299988,232.175262,280464
2018-08-02,266.666656,272.666656,266.666656,267.750000,233.439499,304641
2018-08-03,268.000000,275.333344,268.000000,274.433319,239.266388,423738
2018-08-06,269.899994,270.649994,267.666656,270.033325,235.430252,761490
2018-08-07,270.033325,271.350006,265.000000,266.116669,232.015442,304557
2018-08-08,266.383331,267.333344,264.100006,264.616669,230.707687,225111
2018-08-09,264.000000,266.633331,264.000000,265.133331,231.158142,173262
2018-08-10,264.000000,267.000000,262.049988,262.483337,228.847717,301056
2018-08-13,260.666656,261.316681,258.333344,259.166656,225.956039,247650
2018-08-14,259.666656,260.116669,256.683319,257.299988,224.328568,243441
2018-08-16,257.166656,257.166656,252.000000,252.800003,220.405243,428859
2018-08-17,254.666672,254.666672,250.833328,253.000000,220.579605,278214
2018-08-20,253.333328,254.000000,248.333328,249.100006,217.179367,464562
2018-08-21,250.466660,250.466660,247.066666,247.816666,216.060471,291366
2018-08-23,250.699997,250.699997,245.750000,246.300003,214.738159,361104
2018-08-24,246.899994,251.633331,245.399994,249.166672,217.237503,324033
2018-08-27,248.666672,251.500000,248.333328,249.949997,217.920441,222879
2018-08-28,251.050003,253.333328,247.016663,248.566666,216.714386,300669
2018-08-29,249.666672,250.350006,244.800003,245.633331,214.156921,411216
2018-08-30,245.899994,246.666672,244.583328,244.883331,213.503036,260151
2018-08-31,245.000000,248.333328,244.350006,246.600006,214.999741,296412
2018-09-03,248.566666,252.500000,247.916672,248.716660,216.845139,349938
2018-09-04,249.333328,249.699997,244.899994,245.916672,214.403946,269586
2018-09-05,245.000000,245.233337,242.600006,243.350006,212.166214,271797
2018-09-06,243.933334,247.666672,243.933334,245.916672,214.403946,146394
2018-09-07,245.666672,246.666672,243.750000,245.266663,213.837250,187938
2018-09-10,245.333328,246.066666,243.666672,245.033340,213.633820,160941
2018-09-11,245.533340,247.000000,243.899994,244.449997,213.125244,172317
2018-09-12,243.399994,244.333328,238.666672,243.716660,212.485870,279930
2018-09-14,243.716660,247.016663,242.766663,243.566666,212.355103,300741
2018-09-17,243.666672,260.966675,243.666672,259.566681,226.304810,1705680
2018-09-18,259.566681,261.333344,251.800003,252.616669,220.245392,524922
2018-09-19,252.616669,252.616669,244.000000,245.383331,213.938965,499173
2018-09-21,252.000000,252.933334,236.716660,239.133331,208.489853,1722498
2018-09-24,241.766663,242.666672,237.333328,240.633331,209.797638,379122
2018-09-25,241.666672,241.666672,236.833328,239.383331,208.707825,279543
2018-09-26,240.000000,241.466660,236.333328,237.199997,206.804260,215340
2018-09-27,238.933334,241.166672,230.366669,232.383331,202.604843,468666
2018-09-28,235.666672,235.983337,227.000000,227.699997,198.521637,395100
2018-10-01,229.399994,229.399994,222.733337,224.550003,195.775299,454746
2018-10-03,225.333328,226.483337,222.666672,224.133331,195.412003,419106
2018-10-04,222.666672,229.699997,222.399994,224.466660,195.702652,488760
2018-10-05,224.166672,226.149994,218.000000,220.716660,192.433167,395523
2018-10-08,219.933334,223.333328,218.000000,218.983337,190.921967,307383
2018-10-09,219.050003,219.949997,210.333328,211.166672,184.106964,609087
